vendor_key,vendor_name,legal_name,address,notes,source_sheet,source_rows,source_checksum
ven_2c42a873619b,Abcon,,"Jakarta, Surabaya, Bali",,List,2,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_e6b9fab18b8e,Acourete,,Jakarta,,List,3,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5e85416296ce,Acqua Trend,PT Cipta Sani Lestari,Jakarta,,List,4;5,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a2b387634fb0,Adiguna Masonry Indonesia,,Jakarta,,List,469,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c63cbc0208b0,Aetrio,CV Afif Jaya Group,Jepara,,List,6;7,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_76a4d65604ad,Agglotech,,"Jakarta, Surabaya, Bali",,List,8,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f7070d57bbe5,Agora,,Jakarta,,List,9,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_68d29c339696,Aiga,,Jakarta,,List,10,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_85f795e6c187,Alco Blind,PT Alco Sarijaya,"Jakarta, Bali",,List,11,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_82150fbdf006,Allegra,,Jakarta,,List,12,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_e965b0293fa7,Allurahomefabrics,,Jakarta,,List,13,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6c22d8aee4be,Almafloor,,"Jakarta, Jawa tengah, DIY",,List,14,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_4362c9e06613,Aluveen,PT Exinergy Mitra Inovasi (EMI),Tangerang selatan,,List,15,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_7ec85c46278e,Amardeep Interior,,Jakarta,,List,16,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_155e8b073459,Amidoorlight,PT AMI (Aera Mitra Indonesia),Jakarta,,List,17,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_eaa1cfe59761,Antikmebel,,Jakarta,,List,18,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_4482ca81f4e5,Architech Indonesia,,Jakarta,,List,19,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8eda3f28e9de,Arcomarmer,PT Arcobaleno Gramarindo,Jakarta,,List,20;21,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f6a025a0224b,Arde,,Jakarta,,List,22,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f06965c558f1,Ardente lightning,,Jakarta,,List,23,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_4e8a7f35531a,Armonia Paint,,"Jakarta, Bali",,List,24,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_795f1b827bd0,Arna,,Jakarta,,List,25,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_08e64401daf2,Artemi Zenith,PT Artemi Zenith International,"Jakarta, Surabaya",,List,26;27,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_79b94f083126,Artisanwood,,"Jakarta, Surabaya",,List,28,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_2be6af814443,Arturo Paint,PT Sapta Kurnia Kimia Abadi,"Jakarta, Bandung",,List,29,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c65af8319e3f,Ashetiles,,Tangerang,,List,30,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f33cfa0216cd,Astana ID,,Jakarta,,List,31,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1a0c16850796,Ataya,,Malang,,List,32,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_30c584c63614,Ateja,,Bandung,,List,33,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ca6b032dc4e1,Ateson Home,,"Jakarta, Bandung, Bali",,List,34;35;36,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1c5b517de9c2,Atipa,PT Adiwarna Pratama Indonesia,Jakarta,,List,37,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d85c8f805358,Avere,,Jakarta,,List,38,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_69cf8458ee23,Balian Decorative,PT Mega Kapuas Dinamik,Jakarta,,List,39;40;41;42,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_e89b09934b29,Bambusa Bali,,Bali,,List,43,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8a5ef25edfd4,Bata Antasari 34,,Jakarta,,List,44,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_3a94be355dc9,Batara Living,,Jakarta,,List,45,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_049e84c86326,Batavia Living Furniture,,Jakarta,,List,46,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_777799fa8927,BDA Group,PT Bangun Delta Abadi,Jakarta,,List,47;48;49;50;51,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1062cd9aa659,Bell Living Lab,PT Kurva Lonceng Khatulistiwa,Bandung,,List,52,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d736b0e83afa,Ben Wood,PT Rumah Kayu Kita,Jakarta,,List,53,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6addd4403159,Beninca,PT Lautan Cipta Kreasi,Jakarta,,List,54,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_483235d4faaa,Beta Living,,Jakarta,,List,55,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6f3815f1a7a8,Beyond Floor,,Jakarta,,List,56,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_bfd7c0b552fe,Bianconero Compressa,,Jakarta,,List,57,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a0247b3dc1d3,Bilionite,PT Gunung Putri Anugrahisa,Jakarta,,List,58,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_274825f0f66e,Biruindonesia,,Jakarta,,List,59,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_53350e5acd3d,Blackwood,,"Jakarta, Surabaya",,List,60,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_435d2affb78f,Blue Scope,,Jakarta,,List,61,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a89a8486d095,BODAQ by Hyundai L&C,,Jakarta,,List,62,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_590f5ec48334,Bottega Artisan,PT Berkat Artisan Indonesia,Tangerang,,List,63,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_dd2051ab9f98,BOWE,,Tangerang,,List,64;65;66,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8d4b98b9edbe,Brescia,,Bali,,List,67;68,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_b205a60c720b,Brewsuniq Space,,Tangerang,,List,69,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f67e0d29303c,Bunka Panca Karya,,Jakarta,,List,70,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_272a95c988a1,Byoliving,,Jakarta,,List,71,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_081845095d69,Byucksan - Paper Yarn,,Jakarta,,List,72,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_626aa2f881e1,Cambium Home,CV Cambium Furniture,Jepara,,List,73,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_0567cff5547d,CARA Living,,Jakarta,,List,74,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d9e213342b64,Cattelan Italia,,"Jakarta, Surabaya, Bandung, Medan",,List,75,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_7ee65a7f0774,Cellux Ceiling,,Jakarta,,List,76,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_e15f0e6c5390,Cemtex Innovation,,Jakarta,,List,77,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6c51b303a913,Centralite,PT Centralite Anugerah Indah,Jakarta,,List,78;79,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_329cf5a75892,Christ Wood,PT Putra Adi Sinar Sentausa (PT PASS),Surabaya,,List,80,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_07dec2e349b4,Chroma Asia,,Jakarta,,List,81,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_438d88760954,Cipta Semula Laminates,Cipta Semula,Tangerang,,List,82,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8b3a5104d47e,Citatah,,Jakarta,,List,83;84;85;86;87;88,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_65d80bb3afbe,Clayxible,PT Indah Forindo,Surabaya,,List,89,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_3d51c76427a1,Colortek,PT Decora Jaya Indonesia,Tangerang Selatan,,List,90,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_7c714208a17a,Coloursofchroma,PT Chroma Sinergi Indonesia,Tangerang,,List,91,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8d5352e3e11a,Cordial,PT Cordialels Sistem Furniture,Jakarta,,List,92,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_08475a7b7041,Creative Lighting Asia,,"Jakarta, Bali",,List,93,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ac78a71c6338,Creatura Dekorasi,PT Creatura Dekorasi,Jakarta,,List,94,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9b9673f7e54b,CSL Leather,Berkat Unggul Pratama,"Jakarta, Bandung, Bali",,List,95;96,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_e4065125debd,D'Grassada,PT Reneo Grasada,Tangerang,,List,97,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_bb6f5dd0a1d0,Dastor Indonesia,PT Dastor Akses Setia,Jakarta,,List,98,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_34fa1da2ea67,Deepa Lighting,,Surabaya,,List,99,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d5618dc78a72,Deka Sistemi,PT Dekor Arya Interindo,Jakarta,,List,100,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_166451aae1e0,Dekkson,PT Fajar Lestari Sejati,Jakarta,,List,101;102;103;104,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_aa2f10b811c1,Delica Aluminium,,"Jakarta, Surabaya, Medan",,List,105,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_7e89e4e5822e,Desso by Tarkett,,Asia,,List,106,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a8f855fdd87d,Dextron,,Jakarta,,List,107,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_683e9fe8a233,DH Casa,,Jakarta,,List,108,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_06e29c005cf2,Diva Furniture,,Jepara,,List,109,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9a9b5d81b7c0,Diverso,,Jakarta,,List,110;111,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ca4db976fdeb,Djalin,,Jakarta,,List,112,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_17d6ea7fcaba,Doorhandle,,Jakarta,,List,113,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_969bc72c6ee5,Dormakaba Group,PT Bahtera Cipta Raga,Jakarta,,List,114,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_68902a22673b,Dphaus,,"Jakarta, Surabaya",,List,115,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_55002693861a,Duma,PT Sumber Djaja Perkasa,"Jakarta, Surabaya",,List,116;117,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_bc70ffa782c1,Ecourban,PT Ecourban Pola Teknologi,Tangerang,,List,118,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a8a649ce5f7b,EDL,PT EDL Design Indonesia,Tangerang,,List,119,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9c83d6361566,Elca,,Jakarta,,List,120,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ad6cf204686c,Eleganza Tiles,,Jakarta,,List,121,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ed39aaf0ca39,Elite Glass,,Medan,,List,122,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a0198c38063b,Ellogrin,PT. Apolo Industri Sukses Harmonis,Jakarta,,List,123,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9a4670f03f8a,Enchanting,,Jakarta,,List,124,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a0da361379a2,ENVIRO,,"Surabaya, Bali",,List,125,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9c0000bf2ce6,Estica International,,"Jakarta, Surabaya",,List,126,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_7986297c322d,Eterna,PT Eterna Multi Kreasi,Jakarta,,List,127,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_0de6ff1bdb5e,Etivo Indonesia,PT Elko Citra Indonesia,Jakarta,,List,128,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d9dda9d154b8,Evergreen Trees,,Jakarta,,List,129,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_66a424a9a958,Every,,Jakarta,,List,130,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_cc2ecce83f84,Every collection,,Jakarta,,List,478,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_78df057b8002,Expose Concrete,,Jakarta,,List,131,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a4503cde645f,Fabrica Indonesia,,Jakarta,,List,132,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f615ca4de3e8,Fenstela,,Jakarta,,List,133,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_55ff221ff4b0,Ferrum,,Jakarta,,List,134,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_be8712f7a130,Fideco,,Jakarta,,List,135,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_0caad04c6b09,Fio,,Jakarta,,List,136,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_62dd0db411ef,Fobuma,,Jakarta,,List,137,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_cbe7bf39c3eb,Foresco,,Jakarta,,List,138,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_2c4062e4ecc5,Forluxe,PT. Forluxe Decorindo Sentosa,"Jakarta, Surabaya (on going Samarinda, Makassar, Batam)",,List,139,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ea6b819f4338,Forme Furniture,,"Jakarta, Surabaya, Semarang",,List,140,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9e8e4c9ce97f,Formwell,PT Formwell Product,Jakarta,,List,141,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_46f323f24d67,Fortress Pintu Baja,,Tangerang,,List,142,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_2885d8d02714,Frame Work,,"Jakarta, Bandung, Medan, Surabaya, Bali",,List,143,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f399f49bdfe7,Fronterra,PT YKK AP Indonesia,"Jakarta, Surabaya",,List,144,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c3395305be81,Fu Texture,,,,List,145,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9396976be66f,Fusion Local,,Jakarta,,List,146;147,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9ca3d53c9c5f,GAIA Wallpanel,,Jakarta,,List,148,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_b4bc9db6bb70,Galeri Jati Asli,,"Jakarta, Solo",,List,149,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c9015464958c,Galleria,,"Jakarta, Surabaya, Semarang, Medan, Bali",,List,150,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_deabb7a07608,Gammapaint,,Jakarta,,List,151,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_31d7ef19c54d,Gatra Marmer,,Tangerang,,List,152;153,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5993c0e0e7de,Germany Brilliant,,Bekasi,,List,154,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_769b752188c5,Globalindo Sinar Perkasa,,Bandung,,List,155,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_3799141fe212,Glorall Indonesia,,Tangerang,,List,156,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5e31bd9b2818,GMR Marble,,Medan,,List,157,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d05d45d50213,Grandome Indonesia,,Jakarta,,List,158,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1ff42278ed14,Granito,,Jakarta,,List,159,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_939258615867,Granroof,PT YKK AP Indonesia,"Jakarta, Surabaya",,List,160,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_2ec8a2d6c77b,Green Alu,,"Jakarta, Medan",,List,161,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a1ed656e82e1,Green Leaves,,Bekasi,,List,162,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_59a0a9b4b273,Green Teak,,Jakarta,,List,163;164;165,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c00a073f0582,"Habitat, Milan Tiles",,"Jakarta, Surabaya",,List,166;167,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f179f6cc9968,Habitus Concept,,Jakarta,,List,168,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_67187b2a8b9a,Hafele,PT Hafele Indotama,Tangerang,,List,169,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ec7c23a2ceed,Hale Magis,,Jakarta,,List,170,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c1f76e1cdc6a,Harfit,Pilar Inti Fittindo,Jakarta,,List,171;172;173;174;175;176;177;178;179,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9a5c65e45b2b,High Point,,Jakarta,,List,180;181;182,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_b06889103703,Higold,,"Jakarta, Bandung, Palembang",,List,183,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5d5d130af2ea,Idecemerlang,,Bantul,,List,184,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a26ab4c0c0f4,Idefab,,"Jakarta, Bali",,List,185,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_131b8fef76fd,Iluma,,Jakarta,,List,186,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d83e31f2d681,Iluma Lighting,,Jakarta,,List,187,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8dffa06cd9a2,INAX,LIXIL,"Jakarta, Bandung",,List,188;189,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6715fea65fad,Indah Alam,,Jakarta,,List,190,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_df6cde4db8e1,Indie.furn,,Jakarta,,List,191,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_a95dcaf2644e,Indogress,PT Dutakreasi Bersama Realtindo,Jakarta,,List,192,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_abc55f73dad5,Indospace,,Jakarta,,List,193,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_b0fbddb4123c,Infiniti,PT Surya Multi Cemerlang,Bandung,,List,194,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5ca04f4cf64b,Inka Glass,,Tangerang,,List,195,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_236b51eb064f,Inome Houseware,,Jakarta,,List,196,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5d557e2a8d36,Inovasi Adiwarna Raya,,Jakarta,,List,479,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_11b26a3fab78,Inston,PT Solusi Lantai Utama,Jakarta,,List,197,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_0ee811b5ad8c,Interiorfurniturestore,,Jepara,,List,198,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_de53b2c64fcc,Inti Solar,,Jakarta,,List,199,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1c823031c735,Jati Tari Meubel,,Jepara,,List,200,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_86e59e7028b6,JSM Lighting by Skylite,PT. Jagat Surya Masindo,Jakarta,,List,201,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_6f04229ee25c,Kacaruma,PT Kaca Ruma Indonesia,Tangerang,,List,202,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_fb07fe30d11b,Kai Space - Kai Gallery,,Jakarta,,List,203,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8753e447e2c2,Kaiiliving,,Bandung,,List,204,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_34b86361e18a,Kaisheng,PT Kaisheng Building Material,Jakarta,,List,205,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_0e5d187b3e53,Kammer,,Jakarta,,List,206;207;208,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_76c17381af93,Karang Pilang,,BSD,,List,209,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_655c0110d494,Karya Graha Cemerlang,PT Karya Graha Cahaya,Jakarta,,List,210,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_cd7d80c914c8,Katta Indonesia,,Jakarta,,List,211,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_d99f9b9062d1,Kayu Alam,,Bekasi,,List,212,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_8f87dd224ae5,Kayu Asri,PT Kayu Asri indonesia,Jakarta,,List,213,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_f7a18745a428,Kayu Emas,,Jepara,,List,214,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
